Data do Leilão,Data de Vencimento,Taxa (%),Quantidade Aceita,Valor Aceito (R$),Tipo de Título,Preço de Emissão (R$),Dias Úteis,Data de Liquidação,Título,Preço Calculado (R$),Diferença
2022-10-27,2029-01-01,12.0147,500000,475489517.0,NTN-F,950.979034,1551,2022-10-28,F29,950.88266554391,0.09636845608997646
2022-10-27,2033-01-01,0.0,0,0.0,NTN-F,,2559,2022-10-28,F33,2024.9858115731831,
2022-11-03,2033-01-01,11.95,500000,463188505.32,NTN-F,926.37701064,2555,2022-11-04,F33,926.2649388612899,0.11207177871006024
2022-11-03,2029-01-01,11.8549,30000,28763068.59,NTN-F,958.768953,1547,2022-11-04,F29,958.7728188372341,-0.003865837234116043
2022-11-10,2033-01-01,12.98,50000,43889181.04,NTN-F,877.7836208,2550,2022-11-11,F33,877.7835993724966,2.1427503384074953e-05
2022-11-10,2029-01-01,12.8697,50000,46136017.3,NTN-F,922.720346,1542,2022-11-11,F29,922.7203296656373,1.6334362612724362e-05
2022-11-17,2033-01-01,0.0,0,0.0,NTN-F,,2546,2022-11-18,F33,2024.9858115731831,
2022-11-17,2029-01-01,13.5197,50000,45060947.55,NTN-F,901.218951,1538,2022-11-18,F29,901.2189349748086,1.6025191371227265e-05
2022-11-24,2029-01-01,13.5677,150000,135271155.75,NTN-F,901.807705,1533,2022-11-25,F29,901.8076888838547,1.6116145388878067e-05
2022-11-24,2033-01-01,0.0,0,0.0,NTN-F,,2541,2022-11-25,F33,2024.9858115731831,
2022-12-01,2029-01-01,12.905,275000,255201586.9,NTN-F,928.0057705454545,1528,2022-12-02,F29,927.6661494916095,0.33962105384500774
2022-12-01,2033-01-01,12.864,300000,266876707.4,NTN-F,889.5890246666667,2536,2022-12-02,F33,889.2218464904777,0.36717817618898607
2022-12-08,2033-01-01,12.9597,150000,133045081.27,NTN-F,886.9672084666666,2531,2022-12-09,F33,886.8498185167186,0.11738994994800578
2022-12-08,2029-01-01,12.9827,150000,139108085.14,NTN-F,927.3872342666666,1523,2022-12-09,F29,927.0979777858481,0.2892564808184943
2022-12-15,2033-01-01,13.495,150000,129678881.84,NTN-F,864.5258789333334,2526,2022-12-16,F33,864.4360112875008,0.08986764583255535
2022-12-15,2029-01-01,0.0,0,0.0,NTN-F,,1518,2022-12-16,F29,1634.5150262119705,
2023-01-05,2029-01-01,13.159,30000,26428598.64,NTN-F,880.953288,1503,2023-01-06,F29,880.9532734035406,1.4596459436688747e-05
2023-01-05,2033-01-01,13.1019,80000,67220879.9,NTN-F,840.2609987500001,2511,2023-01-06,F33,839.95282951731,0.3081692326901475
2023-01-12,2029-01-01,12.39,500000,455715178.1,NTN-F,911.4303562,1498,2023-01-13,F29,910.857162916,0.5731932840000127
2023-01-12,2033-01-01,12.4128,750000,656496881.54,NTN-F,875.3291753866666,2506,2023-01-13,F33,874.7554434658878,0.5737319207788687
2023-01-19,2033-01-01,12.9419,50000,42574850.05,NTN-F,851.497001,2501,2023-01-20,F33,851.5007967730687,-0.003795773068759445
2023-01-19,2029-01-01,12.883,50000,44754238.2,NTN-F,895.0847640000001,1493,2023-01-20,F29,895.0847488274574,1.5172542703112413e-05
2023-01-26,2029-01-01,12.998,400000,357258506.0,NTN-F,893.146265,1488,2023-01-27,F29,893.146250611327,1.438867298020341e-05
2023-01-26,2033-01-01,13.1386,1000000,844649792.35,NTN-F,844.64979235,2496,2023-01-27,F33,844.4407382386792,0.20905411132082463
2023-02-02,2033-01-01,13.1048,300000,254420071.8,NTN-F,848.066906,2491,2023-02-03,F33,848.0668860622332,1.993776686504134e-05
2023-02-02,2029-01-01,13.0287,300000,268268496.6,NTN-F,894.2283219999999,1483,2023-02-03,F29,894.2283074692687,1.4530731277773157e-05
2023-02-09,2029-01-01,13.302,750000,665489265.5,NTN-F,887.3190206666667,1478,2023-02-10,F29,886.8357281295698,0.48329253709687237
2023-02-09,2033-01-01,13.4938,1250000,1041637750.2,NTN-F,833.31020016,2486,2023-02-10,F33,832.5096278176171,0.8005723423829068
2023-02-16,2029-01-01,13.3799,150000,133002500.15,NTN-F,886.6833343333334,1473,2023-02-17,F29,886.3405158985304,0.3428184348030072
2023-02-16,2033-01-01,13.5066,500000,417298021.7,NTN-F,834.5960434,2481,2023-02-17,F33,834.0326856047968,0.5633577952031601
2023-02-23,2029-01-01,13.2469,100000,89249300.1,NTN-F,892.4930009999999,1470,2023-02-24,F29,892.2699298853674,0.2230711146324893
2023-02-23,2033-01-01,13.338,203000,171191009.89,NTN-F,843.3054674384235,2478,2023-02-24,F33,842.8484804264347,0.4569870119888719
2023-03-02,2029-01-01,13.541,150000,132654160.65,NTN-F,884.361071,1465,2023-03-03,F29,884.361056533528,1.4466472066487768e-05
2023-03-02,2033-01-01,13.6439,120000,99757835.04,NTN-F,831.315292,2473,2023-03-03,F33,831.3196713461512,-0.004379346151154095
2023-03-09,2033-01-01,13.3621,570000,482207077.53,NTN-F,845.9773289999999,2468,2023-03-10,F33,845.9617630156488,0.015565984351155748
2023-03-09,2029-01-01,13.1548,500000,449978998.05,NTN-F,899.9579961000001,1460,2023-03-10,F29,899.8799794959104,0.07801660408961197
2023-03-16,2029-01-01,0.0,0,0.0,NTN-F,,1455,2023-03-17,F29,1585.706178041819,
2023-03-16,2033-01-01,13.1119,150000,129007182.0,NTN-F,860.04788,2463,2023-03-17,F33,859.4249319156179,0.6229480843820738
2023-03-23,2029-01-01,13.0089,150000,136446150.15,NTN-F,909.6410010000001,1450,2023-03-24,F29,909.3762378599482,0.26476314005185486
2023-03-23,2033-01-01,13.26,90000,76941969.49,NTN-F,854.9107721111111,2458,2023-03-24,F33,854.7849956937928,0.12577641731832045
2023-03-30,2029-01-01,12.8258,1000000,918624163.9,NTN-F,918.6241639,1445,2023-03-31,F29,917.9946964249287,0.6294674750712375
2023-03-30,2033-01-01,12.9942,750000,651786899.25,NTN-F,869.049199,2453,2023-03-31,F33,869.0491783457185,2.0654281570386956e-05
2023-04-06,2033-01-01,12.656,1500000,1331139889.8,NTN-F,887.4265932,2448,2023-04-07,F33,886.9833623617677,0.44323083823223897
2023-04-06,2029-01-01,12.428,1500000,1401703649.35,NTN-F,934.4690995666666,1440,2023-04-07,F29,934.3117947621804,0.1573048044862162
2023-04-13,2033-01-01,0.0,0,0.0,NTN-F,,2444,2023-04-14,F33,1976.1769634030316,
2023-04-13,2029-01-01,12.0648,300000,284798430.7,NTN-F,949.3281023333333,1436,2023-04-14,F29,949.1867805903283,0.14132174300493716
2023-04-20,2029-01-01,12.449,500000,468757409.3,NTN-F,937.5148186,1431,2023-04-21,F29,937.4790072752039,0.03581132479610005
2023-04-20,2033-01-01,12.6435,500000,445679327.0,NTN-F,891.358654,2439,2023-04-21,F33,891.3586329996167,2.1000383298996894e-05
2023-04-27,2033-01-01,12.3067,1000000,909388825.65,NTN-F,909.38882565,2435,2023-04-28,F33,909.215125749549,0.17369990045096984
2023-04-27,2029-01-01,12.09,300000,285649405.39,NTN-F,952.1646846333333,1427,2023-04-28,F29,952.1400365697807,0.02464806355260407
2023-05-04,2029-01-01,11.8828,455000,437564542.32,NTN-F,961.6803127912087,1423,2023-05-05,F29,961.4212433852995,0.2590694059092584
2023-05-04,2033-01-01,12.0732,1000000,922728004.37,NTN-F,922.72800437,2431,2023-05-05,F33,922.3541180294194,0.37388634058061143
2023-05-11,2033-01-01,12.1077,150000,138554229.51,NTN-F,923.6948633999999,2426,2023-05-12,F33,922.736946609335,0.9579167906649673
2023-05-11,2029-01-01,11.907,300000,288840831.35,NTN-F,962.8027711666667,1418,2023-05-12,F29,962.6808744707843,0.12189669588246943
2023-05-18,2033-01-01,11.8597,750000,703303293.01,NTN-F,937.7377240133334,2421,2023-05-19,F33,937.1849343261097,0.5527896872237079
2023-05-18,2029-01-01,11.6819,1000000,973312503.72,NTN-F,973.31250372,1413,2023-05-19,F29,973.0854241395207,0.22707958047931243
2023-05-25,2033-01-01,11.658,1500000,1424578890.54,NTN-F,949.71926036,2416,2023-05-26,F33,949.4915351917676,0.2277251682323822
2023-05-25,2029-01-01,11.454,1000000,984306945.34,NTN-F,984.3069453400001,1408,2023-05-26,F29,983.6594543518529,0.6474909881471831
2023-06-01,2029-01-01,11.3529,1500000,1484888523.85,NTN-F,989.9256825666666,1403,2023-06-02,F29,989.5456678688411,0.3800146978255725
2023-06-01,2033-01-01,11.5897,1500000,1432902176.67,NTN-F,955.26811778,2411,2023-06-02,F33,955.0661258695258,0.20199191047424847
2023-06-07,2029-01-01,10.973,2000000,2011351431.21,NTN-F,1005.675715605,1399,2023-06-08,F29,1005.5499835339468,0.12573207105322126
2023-06-07,2033-01-01,11.2035,1500000,1465454953.78,NTN-F,976.9699691866666,2407,2023-06-08,F33,976.8421002462812,0.1278689403853832
2023-06-15,2029-01-01,10.96,1000000,1008153656.7,NTN-F,1008.1536567,1394,2023-06-16,F29,1008.1231576523876,0.0304990476124658
2023-06-15,2033-01-01,11.1497,500000,491158101.8,NTN-F,982.3162036,2402,2023-06-16,F33,981.7512471069355,0.5649564930645283
2023-06-22,2033-01-01,11.0578,2000000,1978211469.39,NTN-F,989.105734695,2397,2023-06-23,F33,988.7017621560743,0.40397253892570006
2023-06-22,2029-01-01,10.895,2000000,2025914025.75,NTN-F,1012.957012875,1389,2023-06-23,F29,1012.6729012725393,0.28411160246071177
2023-06-29,2029-01-01,10.88,1000000,1015322063.3,NTN-F,1015.3220633,1384,2023-06-30,F29,1015.321968039638,9.526036194529297e-05
2023-06-29,2033-01-01,10.9832,1000000,994883764.2,NTN-F,994.8837642000001,2392,2023-06-30,F33,994.7522566318962,0.13150756810387065
2023-07-06,2033-01-01,10.9278,500000,475448824.5,NTN-F,950.897649,2387,2023-07-07,F33,950.8976279874043,2.1012595652791788e-05
2023-07-06,2029-01-01,10.7689,500000,486365500.0,NTN-F,972.731,1379,2023-07-07,F29,972.7342424564758,-0.0032424564758457564
2023-07-13,2029-01-01,10.505,2000000,1969683738.91,NTN-F,984.841869455,1374,2023-07-14,F29,984.8067694858353,0.03509996916477576
2023-07-13,2033-01-01,10.6478,1500000,1452586050.8,NTN-F,968.3907005333333,2382,2023-07-14,F33,968.0879327386772,0.3027677946561198
2023-07-20,2029-01-01,10.7129,1500000,1468399989.85,NTN-F,978.9333265666666,1369,2023-07-21,F29,978.8151770543903,0.1181495122762044
2023-07-20,2033-01-01,10.923,1000000,955306401.53,NTN-F,955.30640153,2377,2023-07-21,F33,955.0769792781622,0.22942225183783194
2023-07-27,2033-01-01,10.9789,1500000,1431741548.38,NTN-F,954.4943655866667,2372,2023-07-28,F33,954.0494010764087,0.4449645102580462
2023-07-27,2029-01-01,10.7109,1500000,1471806702.2,NTN-F,981.2044681333334,1364,2023-07-28,F29,980.8694596390375,0.33500849429594837
2023-08-03,2029-01-01,10.545,1000000,989153194.12,NTN-F,989.15319412,1359,2023-08-04,F29,989.1522353953701,0.000958724629867902
2023-08-03,2033-01-01,10.783,709900,686401751.04,NTN-F,966.899212621496,2367,2023-08-04,F33,966.5636267414196,0.33558588007633716
2023-08-10,2029-01-01,10.58,1500000,1484687443.5,NTN-F,989.791629,1354,2023-08-11,F29,989.7914284620579,0.00020053794207797182
2023-08-10,2033-01-01,10.9015,1500000,1444545354.2,NTN-F,963.0302361333333,2362,2023-08-11,F33,962.1411325436438,0.8891035896895119
2023-08-17,2033-01-01,11.1999,1000000,948443501.0,NTN-F,948.443501,2357,2023-08-18,F33,948.317440725544,0.12606027445599466
2023-08-17,2029-01-01,10.86,1000000,981302015.5,NTN-F,981.3020155,1349,2023-08-18,F29,981.2430269997677,0.058988500232317165
2023-08-24,2029-01-01,10.78,2000000,1973569557.75,NTN-F,986.784778875,1344,2023-08-25,F29,986.2355893005257,0.549189574474326
2023-08-24,2033-01-01,11.1097,1000000,955248837.79,NTN-F,955.2488377899999,2352,2023-08-25,F33,955.0480486802393,0.2007891097606489
2023-08-31,2029-01-01,10.8999,500000,492181262.91,NTN-F,984.3625258200001,1339,2023-09-01,F29,983.7864946987349,0.5760311212651459
2023-08-31,2033-01-01,11.157,500000,477379112.8,NTN-F,954.7582256000001,2347,2023-09-01,F33,954.5641023404381,0.194123259561934
2023-09-06,2033-01-01,11.3379,500000,473552414.25,NTN-F,947.1048285,2343,2023-09-07,F33,946.7692314193375,0.3355970806625237
2023-09-06,2029-01-01,11.0298,300000,294247299.12,NTN-F,980.8243304,1335,2023-09-07,F29,980.6194896642412,0.20484073575880757
2023-09-14,2029-01-01,10.834,750000,742469743.0,NTN-F,989.9596573333333,1330,2023-09-15,F29,989.8610472828345,0.09861005049879168
2023-09-14,2033-01-01,11.1849,300000,287058924.4,NTN-F,956.8630813333333,2338,2023-09-15,F33,956.7201594760259,0.14292185730744222
2023-09-21,2029-01-01,11.1,150000,147321292.2,NTN-F,982.141948,1325,2023-09-22,F29,982.1416306313588,0.0003173686411628296
2023-09-21,2033-01-01,11.432,150000,141928888.7,NTN-F,946.1925913333332,2333,2023-09-22,F33,945.9881872527656,0.2044040805676559
2023-09-28,2029-01-01,11.5749,18750,18137978.78,NTN-F,967.3588682666667,1320,2023-09-29,F29,967.1818937439424,0.17697452272432201
2023-09-28,2033-01-01,0.0,0,0.0,NTN-F,,2328,2023-09-29,F33,1927.36811523288,
2023-10-05,2033-01-01,11.9624,50000,46179150.05,NTN-F,923.583001,2323,2023-10-06,F33,923.5878321047613,-0.004831104761365168
2023-10-05,2029-01-01,11.615,50000,48396987.39,NTN-F,967.9397478,1315,2023-10-06,F29,967.8723685572068,0.0673792427932085
2023-10-11,2029-01-01,11.2389,300000,294922746.72,NTN-F,983.0758224000001,1311,2023-10-12,F29,982.9071980739814,0.1686243260187439
2023-10-11,2033-01-01,11.635,300000,282510012.2,NTN-F,941.7000406666666,2319,2023-10-12,F33,941.4408770573076,0.25916360935900684
2023-10-19,2033-01-01,11.8474,150000,139942852.5,NTN-F,932.95235,2314,2023-10-20,F33,932.9572512496776,-0.004901249677573105
2023-10-19,2029-01-01,11.5974,150000,145843800.0,NTN-F,972.292,1306,2023-10-20,F29,972.2952670022491,-0.0032670022491174677
2023-10-26,2033-01-01,11.6939,200000,188628437.25,NTN-F,943.14218625,2309,2023-10-27,F33,942.6242140018006,0.5179722481993849
2023-10-26,2029-01-01,11.3485,300000,294952923.9,NTN-F,983.1764129999999,1301,2023-10-27,F29,983.1763979419688,1.5058031067383126e-05
2023-11-01,2029-01-01,11.499,500000,489777957.5,NTN-F,979.555915,1297,2023-11-02,F29,979.5559001243013,1.4875698752803146e-05
2023-11-01,2033-01-01,11.7479,500000,470798357.0,NTN-F,941.596714,2305,2023-11-02,F33,941.6016429702773,-0.004928970277319422
2023-11-09,2033-01-01,11.3599,750000,722445304.85,NTN-F,963.2604064666667,2300,2023-11-10,F33,963.1574762786611,0.10293018800564369
2023-11-09,2029-01-01,11.062,750000,747861187.01,NTN-F,997.1482493466666,1292,2023-11-10,F29,997.131235351052,0.01701399561454764
2023-11-16,2033-01-01,11.0742,750000,735121513.79,NTN-F,980.1620183866667,2296,2023-11-17,F33,979.5162453920614,0.645772994605295
2023-11-16,2029-01-01,10.7992,750000,756417881.56,NTN-F,1008.5571754133333,1288,2023-11-17,F29,1008.2350376477627,0.3221377655705737
2023-11-23,2033-01-01,11.1176,1000000,979780422.29,NTN-F,979.7804222899999,2291,2023-11-24,F33,979.3061727586486,0.4742495313513473
2023-11-23,2029-01-01,10.848,500000,504270293.63,NTN-F,1008.5405872599999,1283,2023-11-24,F29,1008.5309007749349,0.00968648506500358
2023-11-30,2029-01-01,10.624,300000,305644438.98,NTN-F,1018.8147966,1278,2023-12-01,F29,1018.6739929084254,0.14080369157466066
2023-11-30,2033-01-01,10.9192,1000000,992181982.95,NTN-F,992.18198295,2286,2023-12-01,F33,991.7076785561089,0.4743043938910887
2023-12-07,2033-01-01,10.8992,1000000,995280912.72,NTN-F,995.2809127200001,2281,2023-12-08,F33,994.7999624603423,0.4809502596577886
2023-12-07,2029-01-01,10.5499,1000000,1023478379.24,NTN-F,1023.47837924,1273,2023-12-08,F29,1023.4019124124346,0.07646682756535483
2023-12-14,2033-01-01,10.6592,1400000,1413854503.4,NTN-F,1009.8960738571429,2276,2023-12-15,F33,1009.5693351299592,0.32673872718373786
2023-12-14,2029-01-01,10.2689,1500000,1554221066.25,NTN-F,1036.1473775,1268,2023-12-15,F29,1035.6841011927916,0.46327630720838897
2023-12-21,2029-01-01,10.111,1000000,1043812787.27,NTN-F,1043.81278727,1263,2023-12-22,F29,1043.4972733121788,0.3155139578211674
2023-12-21,2033-01-01,10.4296,350000,358616433.25,NTN-F,1024.6183807142856,2271,2023-12-22,F33,1023.984208722603,0.634171991682706
2024-01-04,2035-01-01,10.579,5000000,4844685584.93,NTN-F,968.9371169860001,2755,2024-01-05,F35,968.9370934286119,2.3557388203698792e-05
2024-01-04,2031-01-01,10.5037,2000000,1963158642.27,NTN-F,981.579321135,1752,2024-01-05,F31,980.3924885405559,1.1868325944441267
2024-01-11,2035-01-01,10.72,90000,86740111.95,NTN-F,963.7790216666667,2750,2024-01-12,F35,962.4583800023427,1.3206416643240573
2024-01-11,2031-01-01,10.5619,1500000,1470744102.48,NTN-F,980.4960683200001,1747,2024-01-12,F31,979.677935479699,0.8181328403010184
2024-01-18,2035-01-01,10.855,500000,478382245.7,NTN-F,956.7644914,2745,2024-01-19,F35,956.4559476195545,0.3085437804454614
2024-01-18,2031-01-01,10.6989,1500000,1463971507.56,NTN-F,975.98100504,1742,2024-01-19,F31,975.4225666669074,0.5584383730925992
2024-01-25,2031-01-01,10.6414,1500000,1470224215.93,NTN-F,980.1494772866668,1737,2024-01-26,F31,979.98615168332,0.16332560334672053
2024-01-25,2035-01-01,10.7734,1000000,963956824.75,NTN-F,963.95682475,2740,2024-01-26,F35,963.2025591713398,0.7542655786602381
2024-02-01,2035-01-01,10.7187,1000000,969013335.37,NTN-F,969.01333537,2735,2024-02-02,F35,968.3869804694881,0.6263549005119557
2024-02-01,2031-01-01,10.5833,1000000,985849261.49,NTN-F,985.84926149,1732,2024-02-02,F31,984.5807001028487,1.2685613871512942
2024-02-08,2031-01-01,10.6887,1500000,1473333252.55,NTN-F,982.2221683666667,1727,2024-02-09,F31,981.7997731456342,0.4223952210325024
2024-02-08,2035-01-01,10.8198,1000000,964866248.49,NTN-F,964.86624849,2730,2024-02-09,F35,964.398778872504,0.4674696174960218
2024-02-15,2035-01-01,10.8439,300000,289325415.7,NTN-F,964.4180523333333,2727,2024-02-16,F35,964.1701728997631,0.24787943357023323
2024-02-15,2031-01-01,10.6927,500000,491451127.4,NTN-F,982.9022547999999,1724,2024-02-16,F31,982.8080774141822,0.09417738581771573
2024-02-22,2031-01-01,10.7265,1000000,983522088.9,NTN-F,983.5220889,1719,2024-02-23,F31,983.2802132304262,0.24187566957380113
2024-02-22,2035-01-01,10.8847,950000,915625752.2,NTN-F,963.8165812631579,2722,2024-02-23,F35,963.7657383457017,0.05084291745617975
2024-02-29,2031-01-01,10.747,750000,738513581.66,NTN-F,984.6847755466666,1714,2024-03-01,F31,984.3571227869567,0.327652759709963
2024-02-29,2035-01-01,0.0,0,0.0,NTN-F,,2717,2024-03-01,F35,2073.7946597433347,
2024-03-07,2035-01-01,10.7547,500000,487670951.4,NTN-F,975.3419028,2712,2024-03-08,F35,975.311940762534,0.029962037465907088
2024-03-07,2031-01-01,10.6089,750000,744548971.47,NTN-F,992.73196196,1709,2024-03-08,F31,992.514274690814,0.21768726918605807
2024-03-14,2035-01-01,10.959,1000000,965476115.0,NTN-F,965.476115,2707,2024-03-15,F35,965.4185017938698,0.05761320613021326
2024-03-14,2031-01-01,10.8168,2000000,1971082038.73,NTN-F,985.541019365,1704,2024-03-15,F31,985.2649311128367,0.2760882521632766
2024-03-21,2031-01-01,10.8584,2000000,1971270750.97,NTN-F,985.635375485,1699,2024-03-22,F31,985.4446974827918,0.19067800220830122
2024-03-21,2035-01-01,11.0038,1000000,964901110.35,NTN-F,964.9011103500001,2702,2024-03-22,F35,964.8402634971744,0.06084685282564806
2024-03-28,2035-01-01,11.084,300000,288784974.85,NTN-F,962.6165828333334,2697,2024-03-29,F35,962.2657895627827,0.35079327055063914
2024-03-28,2031-01-01,10.9374,250000,246036999.02,NTN-F,984.1479960800001,1694,2024-03-29,F31,984.0068684669993,0.14112761300077636
2024-04-04,2035-01-01,11.2469,300000,286463100.3,NTN-F,954.8770010000001,2693,2024-04-05,F35,954.6861884540023,0.19081254599780095
2024-04-04,2031-01-01,11.0915,300000,293692413.37,NTN-F,978.9747112333333,1690,2024-04-05,F31,978.9489208098657,0.025790423467583423
2024-04-11,2035-01-01,11.4159,150000,142097850.15,NTN-F,947.3190010000001,2688,2024-04-12,F35,947.3238104843695,-0.004809484369388883
2024-04-11,2031-01-01,11.3339,21000,20387805.36,NTN-F,970.8478742857143,1685,2024-04-12,F31,970.6357538365653,0.21212044914898343
